Date,Time,Count,LOC,summary,icon,temperature,humidity,pressure,GroupNo,Day,DayNo,Is_Holiday
20/01/18,10:00:00,202,ALUVA,Possible Light Rain and Humid,rain,75.89,1.0,1010.4,8,Saturday,5,0
20/01/18,11:00:00,198,ALUVA,Possible Light Rain and Humid,rain,77.58,0.99,1009.6,3,Saturday,5,0
20/01/18,12:00:00,204,ALUVA,Rain and Humid,rain,76.62,1.0,1009.9,5,Saturday,5,0
20/01/18,13:00:00,190,ALUVA,Possible Light Rain and Humid,rain,75.16,1.0,1010.8,1,Saturday,5,0
20/01/18,14:00:00,114,ALUVA,Possible Light Rain and Humid,rain,74.84,1.0,1011.8,5,Saturday,5,0
20/01/18,15:00:00,59,ALUVA,Possible Light Rain and Humid,rain,76.1,1.0,1010.9,2,Saturday,5,0
20/01/18,16:00:00,282,ALUVA,Rain and Humid,rain,76.39,1.0,1009.9,2,Saturday,5,0
20/01/18,17:00:00,262,ALUVA,Rain and Humid,rain,75.56,1.0,1011.5,3,Saturday,5,0
20/01/18,18:00:00,225,ALUVA,Possible Drizzle and Humid,rain,75.86,1.0,1013.1,5,Saturday,5,0
20/01/18,19:00:00,193,ALUVA,Possible Drizzle and Humid,rain,76.64,1.0,1011.8,2,Saturday,5,0
20/01/18,20:00:00,98,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,76.85,1.0,1010.6,1,Saturday,5,0
20/01/18,21:00:00,257,ALUVA,Possible Drizzle and Humid,rain,77.02,1.0,1010.5,6,Saturday,5,0
20/01/18,22:00:00,72,ALUVA,Humid and Overcast,cloudy,77.15,1.0,1011.6,3,Saturday,5,0
20/01/18,23:00:00,138,ALUVA,Possible Light Rain and Humid,rain,77.65,1.0,1011.4,2,Saturday,5,0
21/01/18,00:00:00,117,ALUVA,Possible Light Rain and Humid,rain,76.85,1.0,1011.5,1,Sunday,6,1
21/01/18,01:00:00,107,ALUVA,Possible Light Rain and Humid,rain,75.69,1.0,1011.6,6,Sunday,6,1
21/01/18,02:00:00,186,ALUVA,Possible Light Rain and Humid,rain,75.55,1.0,1011.8,4,Sunday,6,1
21/01/18,03:00:00,192,ALUVA,Humid and Overcast,cloudy,75.7,1.0,1012.6,2,Sunday,6,1
21/01/18,04:00:00,168,ALUVA,Possible Light Rain and Humid,rain,75.57,1.0,1011.7,8,Sunday,6,1
21/01/18,05:00:00,191,ALUVA,Possible Light Rain and Humid,rain,75.65,1.0,1011.3,2,Sunday,6,1
21/01/18,06:00:00,240,ALUVA,Rain and Humid,rain,75.28,1.0,1011.5,6,Sunday,6,1
21/01/18,07:00:00,196,ALUVA,Possible Light Rain and Humid,rain,76.26,1.0,1011.2,8,Sunday,6,1
21/01/18,08:00:00,266,ALUVA,Humid and Overcast,cloudy,76.11,1.0,1010.9,1,Sunday,6,1
21/01/18,09:00:00,262,ALUVA,Possible Light Rain and Humid,rain,76.41,1.0,1010.8,3,Sunday,6,1
21/01/18,10:00:00,134,ALUVA,Humid and Overcast,cloudy,75.73,1.0,1009.3,5,Sunday,6,1
21/01/18,11:00:00,243,ALUVA,Humid and Overcast,cloudy,76.52,1.0,1009.3,2,Sunday,6,1
21/01/18,12:00:00,132,ALUVA,Humid and Overcast,cloudy,74.85,1.0,1010.9,2,Sunday,6,1
21/01/18,13:00:00,172,ALUVA,Humid and Overcast,cloudy,76.52,1.0,1011.3,1,Sunday,6,1
21/01/18,14:00:00,262,ALUVA,Humid and Overcast,cloudy,76.55,1.0,1010.3,5,Sunday,6,1
21/01/18,15:00:00,283,ALUVA,Possible Light Rain and Humid,rain,77.68,0.99,1010.1,6,Sunday,6,1
21/01/18,16:00:00,121,ALUVA,Possible Light Rain and Humid,rain,76.61,1.0,1010.2,3,Sunday,6,1
21/01/18,17:00:00,241,ALUVA,Humid and Overcast,cloudy,75.66,1.0,1010.5,7,Sunday,6,1
21/01/18,18:00:00,85,ALUVA,Humid and Overcast,cloudy,75.85,1.0,1012.0,3,Sunday,6,1
21/01/18,19:00:00,150,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,76.7,1.0,1011.9,3,Sunday,6,1
21/01/18,20:00:00,53,ALUVA,Humid and Overcast,cloudy,76.71,1.0,1010.8,3,Sunday,6,1
21/01/18,21:00:00,79,ALUVA,Possible Drizzle and Humid,rain,76.89,1.0,1010.9,8,Sunday,6,1
21/01/18,22:00:00,248,ALUVA,Rain and Humid,rain,75.49,1.0,1013.2,2,Sunday,6,1
21/01/18,23:00:00,112,ALUVA,Humid and Overcast,cloudy,77.84,1.0,1013.5,5,Sunday,6,1
22/01/18,00:00:00,192,ALUVA,Humid and Overcast,cloudy,77.5,1.0,1012.4,7,Monday,0,0
22/01/18,01:00:00,268,ALUVA,Humid and Overcast,cloudy,78.25,1.0,1012.4,7,Monday,0,0
22/01/18,02:00:00,179,ALUVA,Possible Light Rain and Humid,rain,78.06,1.0,1012.0,3,Monday,0,0
22/01/18,03:00:00,199,ALUVA,Possible Light Rain and Humid,rain,77.67,1.0,1010.6,8,Monday,0,0
22/01/18,04:00:00,201,ALUVA,Possible Drizzle and Humid,rain,78.22,0.99,1009.1,2,Monday,0,0
22/01/18,05:00:00,265,ALUVA,Possible Light Rain and Humid,rain,76.78,1.0,1010.1,1,Monday,0,0
22/01/18,06:00:00,74,ALUVA,Humid and Overcast,cloudy,77.72,1.0,1010.6,5,Monday,0,0
22/01/18,07:00:00,111,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,77.62,1.0,1010.1,7,Monday,0,0
22/01/18,08:00:00,174,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,78.39,1.0,1009.6,1,Monday,0,0
22/01/18,09:00:00,204,ALUVA,Humid and Overcast,cloudy,77.67,1.0,1010.1,5,Monday,0,0
22/01/18,10:00:00,119,ALUVA,Possible Light Rain and Humid,rain,76.57,1.0,1010.7,1,Monday,0,0
22/01/18,11:00:00,126,ALUVA,Light Rain and Humid,rain,76.13,1.0,1009.9,4,Monday,0,0
22/01/18,12:00:00,88,ALUVA,Possible Drizzle and Humid,rain,77.56,0.99,1012.3,4,Monday,0,0
22/01/18,13:00:00,241,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,75.68,1.0,1014.5,4,Monday,0,0
22/01/18,14:00:00,236,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,77.29,0.99,1014.6,5,Monday,0,0
22/01/18,15:00:00,254,ALUVA,Possible Light Rain and Humid,rain,75.47,1.0,1014.3,4,Monday,0,0
22/01/18,16:00:00,57,ALUVA,Rain and Humid,rain,77.89,1.0,1013.2,7,Monday,0,0
22/01/18,17:00:00,116,ALUVA,Possible Light Rain and Humid,rain,76.75,1.0,1013.6,6,Monday,0,0
22/01/18,18:00:00,118,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,77.42,0.96,1013.2,2,Monday,0,0
22/01/18,19:00:00,142,ALUVA,Possible Light Rain and Humid,rain,77.34,1.0,1012.3,7,Monday,0,0
22/01/18,20:00:00,289,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,76.63,1.0,1012.9,5,Monday,0,0
22/01/18,21:00:00,78,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,77.08,0.99,1011.9,4,Monday,0,0
22/01/18,22:00:00,168,ALUVA,Rain and Humid,rain,76.5,1.0,1011.9,7,Monday,0,0
22/01/18,23:00:00,147,ALUVA,Humid and Overcast,cloudy,77.01,0.98,1011.6,5,Monday,0,0
23/01/18,00:00:00,128,ALUVA,Humid and Overcast,cloudy,77.65,0.98,1011.9,1,Tuesday,1,0
23/01/18,01:00:00,136,ALUVA,Possible Light Rain and Humid,rain,77.9,1.0,1011.6,1,Tuesday,1,0
23/01/18,02:00:00,177,ALUVA,Humid and Overcast,cloudy,78.85,0.98,1010.8,3,Tuesday,1,0
23/01/18,03:00:00,174,ALUVA,Humid and Overcast,cloudy,77.01,1.0,1011.3,4,Tuesday,1,0
23/01/18,04:00:00,234,ALUVA,Possible Light Rain and Humid,rain,76.16,1.0,1010.7,4,Tuesday,1,0
23/01/18,05:00:00,224,ALUVA,Possible Light Rain and Humid,rain,76.91,1.0,1012.2,3,Tuesday,1,0
23/01/18,06:00:00,264,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,76.79,1.0,1012.6,2,Tuesday,1,0
23/01/18,07:00:00,89,ALUVA,Possible Light Rain and Humid,rain,77.89,1.0,1011.6,4,Tuesday,1,0
23/01/18,08:00:00,234,ALUVA,Humid and Overcast,cloudy,78.36,1.0,1011.4,8,Tuesday,1,0
23/01/18,09:00:00,275,ALUVA,Rain and Humid,rain,75.28,1.0,1012.1,7,Tuesday,1,0
23/01/18,10:00:00,91,ALUVA,Possible Light Rain and Humid,rain,75.04,1.0,1011.5,2,Tuesday,1,0
23/01/18,11:00:00,217,ALUVA,Possible Light Rain and Humid,rain,75.25,1.0,1012.2,3,Tuesday,1,0
23/01/18,12:00:00,218,ALUVA,Humid and Overcast,cloudy,76.22,1.0,1012.1,1,Tuesday,1,0
23/01/18,13:00:00,265,ALUVA,Rain and Humid,rain,75.72,1.0,1011.6,6,Tuesday,1,0
23/01/18,14:00:00,187,ALUVA,Possible Drizzle and Humid,rain,76.37,1.0,1010.9,5,Tuesday,1,0
23/01/18,15:00:00,278,ALUVA,Rain and Humid,rain,75.83,1.0,1011.0,6,Tuesday,1,0
23/01/18,16:00:00,214,ALUVA,Light Rain and Humid,rain,75.68,1.0,1010.8,4,Tuesday,1,0
23/01/18,17:00:00,245,ALUVA,Possible Light Rain and Humid,rain,75.86,1.0,1012.5,3,Tuesday,1,0
23/01/18,18:00:00,76,ALUVA,Possible Light Rain and Humid,rain,76.65,1.0,1011.9,1,Tuesday,1,0
23/01/18,19:00:00,72,ALUVA,Possible Light Rain and Humid,rain,75.33,0.95,1012.1,5,Tuesday,1,0
23/01/18,20:00:00,140,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,76.39,0.98,1011.5,1,Tuesday,1,0
23/01/18,21:00:00,125,ALUVA,Humid and Overcast,cloudy,77.32,1.0,1010.4,7,Tuesday,1,0
23/01/18,22:00:00,137,ALUVA,Possible Drizzle and Humid,rain,76.29,1.0,1009.9,8,Tuesday,1,0
23/01/18,23:00:00,162,ALUVA,Possible Light Rain and Humid,rain,76.24,1.0,1009.6,3,Tuesday,1,0
24/01/18,00:00:00,134,ALUVA,Humid and Overcast,cloudy,74.54,1.0,1011.8,5,Wednesday,2,0
24/01/18,01:00:00,65,ALUVA,Humid,clear-night,76.07,0.99,1011.5,4,Wednesday,2,0
24/01/18,02:00:00,80,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,77.49,0.98,1012.3,3,Wednesday,2,0
24/01/18,03:00:00,119,ALUVA,Possible Light Rain and Humid,rain,75.29,1.0,1014.2,7,Wednesday,2,0
24/01/18,04:00:00,289,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,76.28,1.0,1013.2,4,Wednesday,2,0
24/01/18,05:00:00,235,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,78.11,1.0,1012.0,1,Wednesday,2,0
24/01/18,06:00:00,97,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,77.92,1.0,1010.5,4,Wednesday,2,0
24/01/18,07:00:00,96,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,77.19,1.0,1010.8,2,Wednesday,2,0
24/01/18,08:00:00,172,ALUVA,Possible Light Rain and Humid,rain,76.85,1.0,1011.7,5,Wednesday,2,0
24/01/18,09:00:00,166,ALUVA,Humid and Overcast,cloudy,76.34,1.0,1011.6,1,Wednesday,2,0
24/01/18,10:00:00,67,ALUVA,Humid and Overcast,cloudy,75.68,1.0,1011.3,1,Wednesday,2,0
24/01/18,11:00:00,292,ALUVA,Humid,clear-night,75.63,1.0,1011.3,4,Wednesday,2,0
24/01/18,12:00:00,178,ALUVA,Humid,clear-night,76.7,1.0,1011.3,5,Wednesday,2,0
24/01/18,13:00:00,257,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,78.4,0.94,1011.3,3,Wednesday,2,0
24/01/18,14:00:00,107,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,79.4,0.96,1011.3,3,Wednesday,2,0
24/01/18,15:00:00,148,ALUVA,Possible Light Rain and Humid,rain,78.84,0.99,1011.7,2,Wednesday,2,0
24/01/18,16:00:00,162,ALUVA,Possible Light Rain and Humid,rain,77.41,1.0,1012.3,6,Wednesday,2,0
24/01/18,17:00:00,58,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,77.69,1.0,1011.7,5,Wednesday,2,0
24/01/18,18:00:00,160,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,78.1,1.0,1011.7,1,Wednesday,2,0
24/01/18,19:00:00,231,ALUVA,Humid,clear-night,77.85,1.0,1011.3,6,Wednesday,2,0
24/01/18,20:00:00,115,ALUVA,Humid and Overcast,cloudy,77.35,1.0,1011.0,5,Wednesday,2,0
24/01/18,21:00:00,71,ALUVA,Humid,clear-night,78.37,0.99,1012.5,3,Wednesday,2,0
24/01/18,22:00:00,103,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,78.16,0.94,1012.9,2,Wednesday,2,0
24/01/18,23:00:00,121,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,79.3,0.91,1011.6,7,Wednesday,2,0
25/01/18,00:00:00,279,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,79.17,0.95,1011.6,4,Thursday,3,0
25/01/18,01:00:00,103,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,79.2,0.94,1010.7,2,Thursday,3,0
25/01/18,02:00:00,284,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,78.68,0.93,1009.6,4,Thursday,3,0
25/01/18,03:00:00,286,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,79.72,0.89,1010.4,5,Thursday,3,0
25/01/18,04:00:00,74,ALUVA,Humid and Overcast,cloudy,79.29,0.91,1010.4,4,Thursday,3,0
25/01/18,05:00:00,153,ALUVA,Humid and Overcast,cloudy,78.69,0.92,1010.9,5,Thursday,3,0
25/01/18,06:00:00,271,ALUVA,Possible Light Rain and Humid,rain,76.94,1.0,1011.3,4,Thursday,3,0
25/01/18,07:00:00,240,ALUVA,Possible Light Rain and Humid,rain,76.56,1.0,1012.1,6,Thursday,3,0
25/01/18,08:00:00,241,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,77.77,0.99,1011.4,2,Thursday,3,0
25/01/18,09:00:00,208,ALUVA,Humid and Overcast,cloudy,77.85,0.92,1011.3,6,Thursday,3,0
25/01/18,10:00:00,70,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,78.1,0.87,1012.6,7,Thursday,3,0
25/01/18,11:00:00,299,ALUVA,Humid,clear-night,77.41,0.86,1013.0,7,Thursday,3,0
25/01/18,12:00:00,244,ALUVA,Humid and Overcast,cloudy,78.57,0.8,1011.9,5,Thursday,3,0
25/01/18,13:00:00,247,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,76.04,0.99,1012.4,4,Thursday,3,0
25/01/18,14:00:00,75,ALUVA,Humid,clear-night,77.43,0.88,1013.0,4,Thursday,3,0
25/01/18,15:00:00,124,ALUVA,Humid,clear-night,78.01,0.83,1012.3,7,Thursday,3,0
25/01/18,16:00:00,120,ALUVA,Humid,clear-night,78.38,0.86,1011.6,5,Thursday,3,0
25/01/18,17:00:00,275,ALUVA,Humid,clear-night,78.23,0.89,1011.4,4,Thursday,3,0
25/01/18,18:00:00,127,ALUVA,Humid,clear-night,76.74,1.0,1011.8,4,Thursday,3,0
25/01/18,19:00:00,293,ALUVA,Possible Light Rain and Humid,rain,79.17,0.89,1013.0,3,Thursday,3,0
25/01/18,20:00:00,204,ALUVA,Possible Light Rain and Humid,rain,75.56,1.0,1013.4,6,Thursday,3,0
25/01/18,21:00:00,220,ALUVA,Humid and Overcast,cloudy,77.04,0.88,1012.1,5,Thursday,3,0
25/01/18,22:00:00,152,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,77.01,0.86,1012.2,1,Thursday,3,0
25/01/18,23:00:00,203,ALUVA,Humid,clear-night,78.61,0.81,1012.2,2,Thursday,3,0
26/01/18,00:00:00,54,ALUVA,Humid and Overcast,cloudy,78.09,0.86,1011.6,5,Friday,4,1
26/01/18,01:00:00,213,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,78.7,0.9,1010.9,8,Friday,4,1
26/01/18,02:00:00,169,ALUVA,Possible Light Rain and Humid,rain,76.85,0.97,1012.8,7,Friday,4,1
26/01/18,03:00:00,74,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,78.01,0.84,1010.8,7,Friday,4,1
26/01/18,04:00:00,77,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,78.05,0.93,1011.7,4,Friday,4,1
26/01/18,05:00:00,85,ALUVA,Possible Light Rain and Humid,rain,77.35,0.98,1012.0,4,Friday,4,1
26/01/18,06:00:00,228,ALUVA,Humid,clear-night,78.42,0.87,1012.1,5,Friday,4,1
26/01/18,07:00:00,180,ALUVA,Humid,clear-night,77.14,0.98,1013.0,6,Friday,4,1
26/01/18,08:00:00,129,ALUVA,Humid,clear-night,77.38,0.98,1012.3,3,Friday,4,1
26/01/18,09:00:00,281,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,78.6,0.99,1010.9,5,Friday,4,1
26/01/18,10:00:00,169,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,78.94,0.95,1012.0,5,Friday,4,1
26/01/18,11:00:00,212,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,78.56,0.89,1011.6,5,Friday,4,1
26/01/18,12:00:00,298,ALUVA,Humid and Overcast,cloudy,77.27,0.93,1013.0,4,Friday,4,1
26/01/18,13:00:00,219,ALUVA,Possible Light Rain and Humid,rain,75.58,1.0,1013.1,8,Friday,4,1
26/01/18,14:00:00,275,ALUVA,Humid,clear-night,78.58,0.91,1014.4,6,Friday,4,1
26/01/18,15:00:00,82,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,78.53,0.98,1014.1,2,Friday,4,1
26/01/18,16:00:00,271,ALUVA,Humid,clear-night,78.39,0.98,1013.0,8,Friday,4,1
26/01/18,17:00:00,191,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,78.35,0.95,1011.7,7,Friday,4,1
26/01/18,18:00:00,300,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,77.91,0.94,1012.0,6,Friday,4,1
26/01/18,19:00:00,57,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,78.05,0.93,1012.6,1,Friday,4,1
26/01/18,20:00:00,180,ALUVA,Humid,clear-night,77.45,0.91,1012.7,8,Friday,4,1
26/01/18,21:00:00,80,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,77.45,0.92,1012.8,3,Friday,4,1
26/01/18,22:00:00,145,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,76.84,0.93,1011.6,5,Friday,4,1
26/01/18,23:00:00,205,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,77.13,0.9,1012.7,8,Friday,4,1
27/01/18,00:00:00,174,ALUVA,Partly Cloudy,partly-cloudy-night,75.69,0.76,1012.0,8,Saturday,5,0
27/01/18,01:00:00,191,ALUVA,Clear,clear-night,75.48,0.82,1012.6,7,Saturday,5,0
27/01/18,02:00:00,107,ALUVA,Mostly Cloudy,partly-cloudy-night,76.18,0.85,1012.6,7,Saturday,5,0
27/01/18,03:00:00,181,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,76.65,0.89,1012.6,5,Saturday,5,0
27/01/18,04:00:00,124,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,76.22,0.92,1012.5,3,Saturday,5,0
27/01/18,05:00:00,126,ALUVA,Humid,clear-night,76.75,0.88,1012.9,8,Saturday,5,0
27/01/18,06:00:00,159,ALUVA,Humid,clear-night,76.54,0.92,1012.0,8,Saturday,5,0
27/01/18,07:00:00,239,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,78.67,0.9,1011.4,4,Saturday,5,0
27/01/18,08:00:00,84,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,79.02,0.92,1012.4,7,Saturday,5,0
27/01/18,09:00:00,175,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,79.25,0.86,1012.7,6,Saturday,5,0
27/01/18,10:00:00,139,ALUVA,Humid,clear-night,78.39,0.84,1013.7,1,Saturday,5,0
27/01/18,11:00:00,222,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,77.64,0.87,1012.7,7,Saturday,5,0
27/01/18,12:00:00,126,ALUVA,Humid,clear-night,78.46,0.88,1011.9,1,Saturday,5,0
27/01/18,13:00:00,300,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,77.4,0.85,1012.8,6,Saturday,5,0
27/01/18,14:00:00,243,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,76.92,0.92,1013.5,5,Saturday,5,0
27/01/18,15:00:00,204,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,75.56,0.96,1013.0,7,Saturday,5,0
27/01/18,16:00:00,137,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,76.5,0.92,1013.3,5,Saturday,5,0
27/01/18,17:00:00,107,ALUVA,Humid,clear-night,76.81,0.95,1013.9,5,Saturday,5,0
27/01/18,18:00:00,243,ALUVA,Humid,clear-night,76.85,0.99,1014.3,3,Saturday,5,0
27/01/18,19:00:00,78,ALUVA,Humid,clear-night,76.9,1.0,1012.3,7,Saturday,5,0
27/01/18,20:00:00,165,ALUVA,Humid,clear-night,78.06,0.97,1011.8,1,Saturday,5,0
27/01/18,21:00:00,208,ALUVA,Humid,clear-night,78.46,0.9,1013.0,4,Saturday,5,0
27/01/18,22:00:00,251,ALUVA,Humid,clear-night,77.01,0.9,1014.4,1,Saturday,5,0
27/01/18,23:00:00,104,ALUVA,Humid,clear-night,77.39,0.91,1013.7,8,Saturday,5,0
28/01/18,00:00:00,263,ALUVA,Humid and Overcast,cloudy,78.05,0.9,1012.6,5,Sunday,6,1
28/01/18,01:00:00,58,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,78.67,0.86,1013.5,7,Sunday,6,1
28/01/18,02:00:00,219,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,77.93,0.97,1013.6,2,Sunday,6,1
28/01/18,03:00:00,255,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,77.66,0.95,1014.2,5,Sunday,6,1
28/01/18,04:00:00,123,ALUVA,Humid,clear-night,74.82,0.92,1014.3,8,Sunday,6,1
28/01/18,05:00:00,205,ALUVA,Humid,clear-night,77.71,0.86,1013.2,6,Sunday,6,1
28/01/18,06:00:00,163,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,78.32,0.91,1011.9,3,Sunday,6,1
28/01/18,07:00:00,201,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,79.22,0.82,1013.0,5,Sunday,6,1
28/01/18,08:00:00,241,ALUVA,Humid,clear-night,79.93,0.81,1013.9,5,Sunday,6,1
28/01/18,09:00:00,262,ALUVA,Humid,clear-night,79.38,0.9,1013.4,6,Sunday,6,1
28/01/18,10:00:00,205,ALUVA,Humid,clear-night,77.63,0.95,1013.1,1,Sunday,6,1
28/01/18,11:00:00,161,ALUVA,Humid,clear-night,79.07,0.98,1013.1,3,Sunday,6,1
28/01/18,12:00:00,52,ALUVA,Humid,clear-night,78.46,0.97,1013.7,6,Sunday,6,1
28/01/18,13:00:00,271,ALUVA,Humid,clear-night,76.75,0.87,1013.6,2,Sunday,6,1
28/01/18,14:00:00,133,ALUVA,Humid,clear-night,75.87,0.93,1014.0,2,Sunday,6,1
28/01/18,15:00:00,92,ALUVA,Clear,clear-night,75.95,0.85,1012.5,5,Sunday,6,1
28/01/18,16:00:00,155,ALUVA,Humid,clear-night,76.15,0.9,1012.9,3,Sunday,6,1
28/01/18,17:00:00,270,ALUVA,Humid,clear-night,79.72,0.88,1014.5,6,Sunday,6,1
28/01/18,18:00:00,145,ALUVA,Humid and Overcast,cloudy,80.09,0.93,1014.3,5,Sunday,6,1
28/01/18,19:00:00,103,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,79.59,0.87,1013.3,2,Sunday,6,1
28/01/18,20:00:00,289,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,78.99,0.91,1012.3,8,Sunday,6,1
28/01/18,21:00:00,273,ALUVA,Humid,clear-night,78.91,0.92,1011.4,7,Sunday,6,1
28/01/18,22:00:00,144,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,81.28,0.91,1012.6,1,Sunday,6,1
28/01/18,23:00:00,285,ALUVA,Humid,clear-night,80.38,0.89,1012.2,5,Sunday,6,1
29/01/18,00:00:00,194,ALUVA,Humid,clear-night,80.86,0.93,1010.6,2,Monday,0,0
29/01/18,01:00:00,297,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,81.19,0.98,1012.2,5,Monday,0,0
29/01/18,02:00:00,232,ALUVA,Humid,clear-night,80.03,0.92,1013.1,5,Monday,0,0
29/01/18,03:00:00,232,ALUVA,Humid,clear-night,80.94,0.92,1013.3,1,Monday,0,0
29/01/18,04:00:00,126,ALUVA,Humid,clear-night,81.92,0.94,1012.1,7,Monday,0,0
29/01/18,05:00:00,100,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,81.62,0.96,1010.5,4,Monday,0,0
29/01/18,06:00:00,124,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,79.29,0.97,1011.3,5,Monday,0,0
29/01/18,07:00:00,168,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,81.51,0.92,1011.6,8,Monday,0,0
29/01/18,08:00:00,298,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,81.36,0.94,1011.8,2,Monday,0,0
29/01/18,09:00:00,267,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,81.94,0.93,1010.4,1,Monday,0,0
29/01/18,10:00:00,66,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,82.3,0.94,1010.5,7,Monday,0,0
29/01/18,11:00:00,72,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,82.51,0.96,1010.8,3,Monday,0,0
29/01/18,12:00:00,97,ALUVA,Humid,clear-night,82.39,0.93,1010.7,5,Monday,0,0
29/01/18,13:00:00,158,ALUVA,Humid,clear-night,82.14,0.94,1011.3,7,Monday,0,0
29/01/18,14:00:00,60,ALUVA,Humid and Overcast,cloudy,81.47,0.91,1011.5,5,Monday,0,0
29/01/18,15:00:00,55,ALUVA,Humid and Overcast,cloudy,80.75,0.95,1011.8,8,Monday,0,0
29/01/18,16:00:00,192,ALUVA,Humid and Overcast,cloudy,80.69,0.95,1011.2,7,Monday,0,0
29/01/18,17:00:00,186,ALUVA,Humid and Overcast,cloudy,81.44,0.92,1010.2,8,Monday,0,0
29/01/18,18:00:00,156,ALUVA,Possible Light Rain and Humid,rain,78.67,0.98,1009.3,1,Monday,0,0
29/01/18,19:00:00,53,ALUVA,Humid and Overcast,cloudy,81.05,0.94,1008.3,5,Monday,0,0
29/01/18,20:00:00,114,ALUVA,Possible Light Rain and Humid,rain,81.77,0.94,1009.5,7,Monday,0,0
29/01/18,21:00:00,276,ALUVA,Humid and Overcast,cloudy,81.56,0.96,1010.2,7,Monday,0,0
29/01/18,22:00:00,118,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,81.49,0.91,1010.3,7,Monday,0,0
29/01/18,23:00:00,226,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,81.92,0.95,1010.1,7,Monday,0,0
30/01/18,00:00:00,210,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,83.57,0.94,1009.9,1,Tuesday,1,0
